ticker,signal,confidence,strength,factors,current_price,price_change_1d,price_change_7d,sma_20,sma_50,rsi,macd,macd_signal,atr,bb_upper,bb_lower,bb_middle,volume,average_volume,relative_volume,week_52_high,week_52_low,week_52_position_pct,fifty_day_average,two_hundred_day_average,sector,industry,market_cap,enterprise_value,trailing_pe,forward_pe,peg_ratio,price_to_book,price_to_sales,profit_margins,revenue_growth,earnings_growth,return_on_equity,return_on_assets,gross_margins,operating_margins,debt_to_equity,current_ratio,quick_ratio,total_cash,total_debt,beta,dividend_yield,dividend_rate,payout_ratio,held_percent_institutions,held_percent_insiders,short_ratio,short_percent_of_float,target_high,target_low,target_mean,target_median,recommendation_key,recommendation_mean,num_analysts,analyzed_at,name,asset_type
ADEA,STRONG_BUY,92,Very Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ MACD bearish crossover', '✓ High ROE (25.3%)', '✓ Strong margins (25.1%)', '✓ Strong institutional (98%)', '✓ Analyst upside (32%)', '✓ Analyst rating: strong_buy']",25.07,0.0,-0.59,23.5488,20.8392,65.55,1.1263,1.1584,1.0896,26.0756,21.022,23.5488,835805,921403,0.91,26.09000015258789,10.59000015258789,93.42,20.870200080871584,16.54062505722046,Technology,Software - Application,2775342527.455902,3024957440.0,25.323233,16.750519,,5.6860967,6.259427,0.25052,0.533,1.067,0.25327,0.1168,1.0,0.63096,89.013,3.81,3.7,136732992.0,427744000.0,,0.8,0.2,0.202,0.97780997,0.01969,3.96,0.071100004,40.0,28.0,33.0,32.0,strong_buy,1.5,4.0,2026-04-05T17:05:08.210950,Adeia Inc.,stock
ADGM,BUY,80,Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✓ Strong institutional (75%)', '✓ Analyst upside (220%)', '✓ Analyst rating: strong_buy']",1.25,6.84,1.63,1.1007,1.0413,64.29,0.0531,0.0452,0.1224,1.303,0.8983,1.1007,11000,70040,0.16,2.869999885559082,0.625,27.84,1.0413199985027313,1.2509049987792968,Healthcare,Medical Devices,27763073.75,32416074.0,,-1.1792454,,2.2401433,,0.0,,,-1.55252,-0.29839,0.0,0.0,175.439,2.439,2.078,17105000.0,21758000.0,,,,0.0,0.75394994,0.02405,0.36,0.0013,4.0,4.0,4.0,4.0,strong_buy,1.0,1.0,2026-04-05T17:05:08.474955,"Adagio Medical Holdings, Inc",stock
ADI,STRONG_BUY,92,Very Strong,"['✓ MACD bullish crossover', '✗ High P/E (58.1)', '✓ Low D/E (25.8%)', '✓ Strong margins (23.0%)', '✓ Strong institutional (93%)', '✓ Analyst upside (21%)', '✓ Analyst rating: buy']",318.34,-0.7,-1.15,313.85,323.8412,59.19,-2.8422,-3.5988,9.7679,325.4298,302.2702,313.85,2386700,4097412,0.58,363.20001220703125,158.64999389648438,78.07,324.39880004882815,268.06420066833493,Technology,Semiconductors,155414909551.52298,160067141632.0,58.09124,24.433805,,4.5998235,13.219154,0.23024,0.304,1.167,0.07862,0.0454,0.62842,0.33067,25.753,1.756,1.249,4048847104.0,8701080576.0,,1.28,4.07,0.7239,0.93333,0.00253,2.2,0.0214,430.0,295.0,386.59375,400.0,buy,1.54286,32.0,2026-04-05T17:05:08.785385,"Analog Devices, Inc.",stock
ADIL,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✓ Analyst upside (1281%)', 'Mixed signals']",1.69,-2.31,-2.31,1.8015,2.8442,39.85,-0.2929,-0.3659,0.145,2.0112,1.5918,1.8015,48600,83343,0.58,30.25,1.5399999618530273,0.52,2.8442000007629393,7.124800000190735,Healthcare,Biotechnology,2413269.381709099,-3467947.0,,-0.3524505,,0.3558644,,0.0,,,-1.7073399,-0.83205,0.0,0.0,,4.425,4.21,5881217.0,0.0,,,,0.0,0.09906,0.0162,0.5,0.056199998,42.0,8.0,23.33333,20.0,none,,3.0,2026-04-05T17:05:09.055326,"Adial Pharmaceuticals, Inc",stock
ADMA,STRONG_BUY,95,Very Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ RSI oversold (21.7)', '✓ High ROE (35.6%)', '✓ Strong margins (28.8%)', '✓ High short interest (13.3%)', '✓ Strong institutional (95%)', '✓ Analyst upside (156%)', '✓ Analyst rating: buy']",9.19,0.88,-4.57,12.8795,14.9638,21.73,-1.9261,-1.4992,1.2357,18.9575,6.8015,12.8795,6126500,4937767,1.24,25.670000076293945,7.210000038146973,10.73,14.963800010681153,16.59749997138977,Healthcare,Biotechnology,2188682727.5044327,43936231424.0,15.316666,6.65942,,4.5789733,4.2900796,0.288,0.159,,0.35562,0.21502,0.57385,-1.23389,110.673,6.708,3.538,55921152000.0,97668702208.0,,,,0.0,0.94859004,0.026400002,7.16,0.13319999,30.0,17.0,23.5,23.5,buy,1.66667,2.0,2026-04-05T17:05:09.317588,ADMA Biologics Inc,stock
ADP,BUY,80,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✓ High ROE (73.8%)', '✓ Strong institutional (86%)', '✓ Analyst upside (30%)']",204.01,1.36,0.94,208.4796,219.042,43.05,-4.6403,-4.9187,5.5807,220.7877,196.1715,208.4796,2868100,3609561,0.79,329.92999267578125,197.0800018310547,5.22,220.34100006103515,267.23475074768066,Technology,Software - Application,82511586041.7367,84196679680.0,19.616346,17.04629,,12.859934,3.8894324,0.19964,0.062,0.115,0.73843,0.04709,0.48351002,0.26283002,70.044,1.032,0.081,2424699904.0,4477899776.0,,3.33,6.8,0.6071,0.86377,0.00158,3.28,0.0344,332.0,208.0,264.4,270.0,hold,2.94444,15.0,2026-04-05T17:05:09.716648,"Automatic Data Processing, Inc.",stock
ADPT,BUY,80,Strong,"['✓ MACD bullish crossover', '✓ Strong institutional (101%)', '✓ Analyst upside (41%)', '✓ Analyst rating: strong_buy']",14.81,2.63,4.66,13.7645,15.5872,65.36,-0.4097,-0.6206,0.7546,15.2568,12.2722,13.7645,1565400,2079891,0.75,20.760000228881836,6.705999851226807,57.66,15.587199954986572,14.626124997138977,Healthcare,Biotechnology,2280466983.0232344,2270050816.0,,-54.851852,,10.40759,8.233447,-0.21482,0.51,,-0.27817,-0.06787,0.74236,-0.17819001,93.491,3.339,3.101,226980000.0,210356000.0,,,,0.0,1.00874,0.02031,4.56,0.0767,22.0,20.0,20.85714,21.0,strong_buy,1.5,7.0,2026-04-05T17:05:09.970311,Adaptive Biotechnologies Corporation,stock
ADSE,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', 'Mixed signals']",10.76,-7.24,1.89,10.9398,11.1821,56.55,0.006,-0.058,0.6336,11.8095,10.07,10.9398,2500,10680,0.23,14.130000114440918,7.889999866485596,45.99,11.182100009918212,11.332625017166137,Industrials,Electrical Equipment & Parts,646918501.1209564,599689728.0,,13.054293,,-34.820904,14.260614,-1.4894,-0.816,,,-0.15991999,-0.0641,-2.05392,,1.894,0.886,37869000.0,36871000.0,,,,0.0,0.45472,0.46986,9.1,0.0032,,,,,none,,,2026-04-05T17:05:10.233369,ADS-TEC ENERGY PLC,stock
ADSK,BUY,75,Strong,"['✓ High ROE (39.7%)', '✓ Strong institutional (96%)', '✓ Analyst upside (39%)', '✓ Analyst rating: strong_buy']",238.08,0.09,1.13,245.9125,244.8828,36.48,-3.0639,-2.1472,8.1257,263.0214,228.8036,245.9125,1990700,2256741,0.88,329.0899963378906,215.00999450683594,20.22,244.88279876708984,286.955299911499,Technology,Software - Application,50472960388.18359,50371878912.0,45.435116,16.907675,,16.575924,7.0042963,0.15597999,0.194,0.063,0.39675,0.096999995,0.92326,0.27236,89.787,0.851,0.695,2596999936.0,2734000128.0,,,,0.0,0.96059996,0.00213,2.54,0.026700001,456.0,250.0,331.6229,330.0,strong_buy,1.375,31.0,2026-04-05T17:05:10.754798,"Autodesk, Inc.",stock
ADTN,BUY,80,Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ RSI overbought (77.3)', '✓ High volume (1.6x avg)', '✓ Low D/E (48.6%)', '✓ High short interest (10.6%)', '✓ Strong institutional (94%)']",12.88,1.18,1.9,11.463,10.5362,77.32,0.7363,0.6428,0.675,13.9445,8.9815,11.463,2298400,1472461,1.56,13.100000381469727,6.929999828338623,96.43,10.536199951171875,9.359199974536896,Technology,Communication Equipment,1039392902.5151768,1568658304.0,,16.992085,,7.057534,0.9590204,-0.042129997,0.201,,-0.0678,-0.0078799995,0.38287,0.01747,48.565,1.755,0.876,95696000.0,252130000.0,,,,0.0,0.94444,0.01958,6.44,0.105500005,16.0,9.0,14.0,14.5,none,,6.0,2026-04-05T17:05:11.058799,"ADTRAN Holdings, Inc.",stock
ADTX,BUY,75,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ RSI oversold (15.9)', '✓ MACD bullish crossover', '✓ High volume (3.3x avg)']",0.794,-11.78,-12.75,1.624,3.8814,15.94,-0.887,-0.9614,0.1774,3.5101,-0.2621,1.624,802800,240601,3.34,3959.52001953125,0.7559999823570251,0.0,3.8814400005340577,418.96319898366926,Healthcare,Biotechnology,411177.67930984497,-1129556.0,,-0.07036315,,-0.0052307895,128.75868,0.0,-0.866,,-6.9913,-0.50273,0.08387999,-10987.256,76.044,0.313,0.262,3198599.0,3006528.0,,,,0.0,0.00813,0.0216,0.45,0.0854,,,,,none,,,2026-04-05T17:05:11.348284,"Aditxt, Inc.",stock
ADUR,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low D/E (0.8%)', '✓ Analyst upside (174%)', 'Mixed signals']",10.37,0.58,-4.25,10.8567,11.4573,43.11,-0.3519,-0.2991,0.8536,12.1775,9.536,10.8567,212800,410525,0.52,17.65999984741211,3.490000009536743,48.55,11.45730001449585,12.083400015830994,Industrials,Pollution & Treatment Controls,358620956.58234215,332151520.0,,-23.986305,,26.264114,1174.7473,0.0,2.217,,-1.30196,-0.59145,1.0,-44.386307,0.823,21.454,20.852,13093296.0,141868.0,,,,0.0,0.03387,0.34561002,8.21,,44.918255,18.813997,28.395237,21.453463,none,,3.0,2026-04-05T17:05:11.616165,Aduro Clean Technologies Inc.,stock
ADUS,STRONG_BUY,92,Very Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ RSI oversold (10.6)', '✓ Price below lower BB', '✓ Low D/E (15.8%)', '✓ Strong institutional (104%)', '✓ Analyst upside (52%)', '✓ Analyst rating: buy']",91.59,-2.41,-7.78,99.0205,104.4246,10.65,-3.3673,-2.7826,2.9471,105.9977,92.0433,99.0205,268700,235687,1.14,124.44000244140625,91.31999969482422,0.82,104.42460021972656,111.05179996490479,Healthcare,Medical Care Facilities,1707568629.5750427,1750937600.0,17.545977,12.305802,,1.5306071,1.2003745,0.06742,0.256,0.521,0.093310006,0.06132,0.32467997,0.11252,15.789,1.803,1.631,81617000.0,171362000.0,,,,0.0,1.04398,0.025969999,3.94,0.0671,160.0,102.0,139.46153,140.0,buy,1.57143,13.0,2026-04-05T17:05:11.888022,Addus HomeCare Corporation,stock
ADV,BUY,80,Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✓ High volume (1.6x avg)', '✗ High D/E (308.1%)', '✓ Analyst upside (72%)', '✓ Analyst rating: strong_buy']",21.75,13.34,6.1,20.0108,18.8228,57.32,1.357,1.1859,2.8561,25.6402,14.3813,20.0108,70000,44334,1.58,53.625,12.225000381469727,23.01,18.822800045013427,30.267075028419494,Communication Services,Advertising Agencies,284931699.0,1750577664.0,,3.0,,0.51266944,0.08042916,-0.06428,0.045,,-0.34964,0.0174,0.13954,0.06504,308.055,2.248,1.932,240850000.0,1706496000.0,,,,0.0,0.33225,0.57321,11.62,0.0785,37.5,37.5,37.5,37.5,strong_buy,1.0,1.0,2026-04-05T17:05:12.212662,Advantage Solutions Inc.,stock
ADVB,BUY,80,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✓ Low P/E (1.3)', '✓ Low D/E (7.5%)', '✓ High ROE (80.2%)']",4.55,2.02,6.31,4.6054,4.795,31.04,-0.1127,-0.1498,0.3685,5.5219,3.6889,4.6054,2900,166988,0.02,75.4000015258789,3.609999895095825,1.31,4.795000042915344,8.268449989557267,Healthcare,Diagnostics & Research,6208639.060264587,3033126.0,1.2926137,,,0.51922864,,0.0,,,0.80176,-0.26904,0.0,0.0,7.538,8.561,2.149,2604666.0,714692.0,,,,0.0,0.00162,0.5505,0.03,0.0173,,,,,none,,,2026-04-05T17:05:12.479487,Advanced Biomed Inc.,stock
ADXN,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ High volume (1.7x avg)', '✓ Low D/E (0.6%)', 'Mixed signals']",5.72,-8.92,-12.07,6.534,7.1555,34.28,-0.3101,-0.3017,0.5339,7.6076,5.4605,6.534,8700,5217,1.67,12.050000190734863,5.570000171661377,2.31,7.155519990921021,8.195674991607666,Healthcare,Biotechnology,7047028.301516533,664579456.0,,-114.39,,89.47143,44.4462,0.0,-0.15,,-0.72837996,-0.15904,0.0,-14.0357895,0.613,2.013,1.905,2187202.0,36549.0,,,,0.0,0.00063,0.0,3.88,0.0104,,,,,none,,,2026-04-05T17:05:12.751449,Addex Therapeutics Ltd,stock
AEAQU,HOLD,50,Weak,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ RSI overbought (100.0)', '✓ Strong institutional (91%)', 'Mixed signals']",10.08,0.0,0.0,10.0615,10.0504,100.0,0.011,0.0106,0.0043,10.1218,10.0012,10.0615,0,22185,0.0,10.520000457763672,9.979999542236328,18.52,10.050400085449219,10.033475713032049,Financial Services,Shell Companies,,545439872.0,,,,-45.0,,0.0,,,,,0.0,0.0,,5.703,4.184,738076.0,0.0,,,,,0.9124,0.01632,2.21,,,,,,none,,,2026-04-05T17:05:13.235076,Activate Energy Acquisition Corp.,stock
AEBI,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ RSI oversold (14.1)', '✗ High P/E (56.4)', '✓ Analyst upside (57%)', '✓ Analyst rating: buy', 'Mixed signals']",9.58,2.13,-0.1,11.3645,13.428,14.07,-1.2931,-1.1785,0.7476,15.1086,7.6204,11.3645,350300,263843,1.33,33.0,8.90999984741211,2.78,13.437200050354004,12.320315767589369,Industrials,Farm & Heavy Construction Machinery,741827552.7521763,1401580544.0,56.35294,7.2301884,,0.90522534,0.48592648,0.00638,0.772,-0.505,0.016449999,0.02915,0.19917,0.04488,93.038,1.903,1.066,98512000.0,758214976.0,,1.04,0.1,0.2941,0.4118,0.52822,7.53,,15.0,15.0,15.0,15.0,buy,1.66667,2.0,2026-04-05T17:05:13.725206,Aebi Schmidt Holding AG,stock
AEC,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✓ Low D/E (26.0%)', 'Mixed signals']",5.48,-3.18,-0.54,5.7005,6.6722,45.42,-0.3233,-0.3587,0.4614,6.4394,4.9616,5.7005,26000,88464,0.29,12.489999771118164,2.25,31.54,6.672200002670288,6.6443000149726865,Energy,Uranium,102869349.27804327,95606888.0,,,,2.3394792,,0.0,,,-0.4303,-0.12974,0.0,0.0,25.968,3.612,2.253,3369861.0,12151389.0,,,,0.0,0.14284,0.31190002,0.42,,,,,,none,,,2026-04-05T17:05:14.001762,Anfield Energy Inc.,stock
AEHL,BUY,75,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ RSI oversold (19.0)', '✓ MACD bullish crossover', '✓ Low D/E (26.2%)']",1.11,-11.2,-22.92,1.671,3.251,19.01,-0.6452,-0.7157,0.1829,2.4463,0.8957,1.671,377900,860255,0.44,50.52000045776367,1.0199999809265137,0.18,3.2509999895095825,13.394150043725967,Industrials,Building Products & Equipment,1831536.6536039114,8231043.0,,,,0.04952483,0.022584792,-0.17688999,1.014,,,,0.00215,-0.08676,26.215,2.893,0.433,1047000.0,6879000.0,,,,0.0,0.01323,0.06627,0.03,0.059,,,,,none,,,2026-04-05T17:05:14.304822,Antelope Enterprise Holdings Limited,stock
AEHR,BUY,85,Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ Price above upper BB', '✓ High volume (2.2x avg)', '✓ Low D/E (7.8%)', '✓ High short interest (15.3%)', '✓ Strong institutional (71%)', '✓ Analyst rating: buy']",44.32,11.92,13.55,37.548,33.9772,62.15,0.9045,0.7483,4.3014,44.315,30.781,37.548,3642100,1628351,2.24,46.95000076293945,6.579999923706055,93.49,33.97719989776611,25.38044997215271,Technology,Semiconductor Equipment & Materials,1357403788.093277,1336731776.0,,354.56,,10.379391,25.491629,-0.16631001,-0.265,,-0.06974,-0.05011,0.33276,-0.4918,7.771,10.619,5.18,30835000.0,10163000.0,,,,0.0,0.70852,0.05351,2.6,0.1531,50.0,21.0,36.33333,38.0,buy,2.0,3.0,2026-04-05T17:05:14.588981,Aehr Test Systems,stock
AEI,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✓ Low D/E (1.5%)', 'Mixed signals']",1.75,-0.57,-3.85,1.7808,2.2512,55.75,-0.1264,-0.1567,0.2099,2.0015,1.56,1.7808,5100,25669,0.2,4.550000190734863,0.699999988079071,27.27,2.2512000036239623,2.2262500008940695,Real Estate,Real Estate - Development,68084196.25,38594216.0,,,,0.43958804,15.228384,0.0,-0.854,,-0.44891998,-0.08116,0.27934998,-5.47158,1.452,7.631,7.139,39943416.0,1882147.0,,,,0.0,0.05874,0.90494,11.01,0.0429,,,,,none,,,2026-04-05T17:05:14.863147,Alset Inc.,stock
AEIS,HOLD,50,Weak,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ MACD bearish crossover', '✗ High P/E (85.4)', '✓ Low D/E (49.8%)', '✓ Strong institutional (110%)', '✓ Analyst rating: buy', 'Mixed signals']",332.31,-0.15,-3.08,317.888,305.5525,58.98,5.4261,6.1157,21.7543,349.3635,286.4125,317.888,320100,754475,0.42,360.0,75.01000213623047,90.28,305.5884014892578,210.9112002182007,Industrials,Electrical Equipment & Parts,12636955650.87915,12432631808.0,85.426735,31.164248,,9.217263,7.025214,0.0825,0.178,0.01,0.11637,0.05034,0.38476002,0.13343,49.824,1.588,1.127,791400000.0,679000000.0,,0.12,0.4,0.1034,1.099,0.01017,3.77,0.083900005,385.0,300.0,342.22223,330.0,buy,1.7,9.0,2026-04-05T17:05:15.183426,"Advanced Energy Industries, Inc.",stock
AEMD,WEAK_BUY,58,Moderate,"['✓ Low D/E (6.2%)', '✓ Analyst upside (124%)']",2.12,-1.4,-8.62,2.0585,2.1662,57.26,0.0278,0.0154,0.1607,2.5103,1.6067,2.0585,18900,61437,0.31,35.20000076293945,1.3600000143051147,2.25,2.1662000012397766,6.5931999999284745,Healthcare,Medical Devices,3326513.020429611,-3750841.0,,-2.1632652,,0.30733547,,0.0,,,-2.08596,-0.62875,0.0,0.0,6.22,5.681,5.534,6956397.0,417522.0,,,,0.0,0.06435,0.01977,0.91,0.0542,8.0,1.5,4.75,4.75,hold,3.0,2.0,2026-04-05T17:05:15.565985,"Aethlon Medical, Inc.",stock
AENT,HOLD,50,Weak,"['✗ MACD bearish crossover', '✓ High ROE (20.5%)', '✓ High short interest (12.1%)', '✓ Analyst upside (35%)', 'Mixed signals']",6.68,2.45,-4.71,6.8465,6.5194,48.15,0.0644,0.1137,0.5511,7.3404,6.3526,6.8465,6000,76725,0.08,8.800000190734863,2.2100000381469727,67.83,6.519400005340576,6.294219989776611,Communication Services,Entertainment,340395222.8525877,446239232.0,15.5348835,9.823529,,2.8955355,0.32007673,0.020569999,-0.063,0.297,0.2053,0.06307,0.14039,0.04636,91.188,1.348,0.754,1379000.0,107223000.0,,,,0.0,0.48053002,0.93953,3.41,0.12109999,10.0,8.0,9.0,9.0,none,,3.0,2026-04-05T17:05:15.835392,Alliance Entertainment Holding Corporation,stock
AEP,HOLD,50,Weak,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ MACD bearish crossover', '✓ Strong institutional (85%)', '✓ Analyst rating: buy', 'Mixed signals']",132.68,0.77,3.41,130.8385,127.2837,47.29,0.7851,0.8591,2.555,135.2371,126.4399,130.8385,1998500,3591422,0.56,135.0,97.45999908447266,93.82,127.52699996948242,116.8941499710083,Utilities,Utilities - Regulated Electric,72119998545.22217,122116497408.0,19.92192,19.337442,,2.3046324,3.2967632,0.16364999,0.132,-0.126,0.12486,0.03174,0.47522,0.22843,154.237,0.455,0.253,417000000.0,49692000256.0,,2.86,3.8,0.56159997,0.84603,0.0002,5.65,0.0353,153.0,122.0,137.47368,137.0,buy,2.13043,19.0,2026-04-05T17:05:16.527851,"American Electric Power Company, Inc.",stock
AERT,HOLD,50,Weak,"['✓ MACD bullish crossover', '✗ Price above upper BB', 'Mixed signals']",0.481,19.06,57.7,0.3386,0.4038,58.9,-0.004,-0.022,0.0706,0.4363,0.2408,0.3386,867900,579087,1.5,1.5180000066757202,0.25999999046325684,17.57,0.4038000023365021,0.6524200010299682,Industrials,Consulting Services,24150874.188244164,35727276.0,,,,-20.054167,0.34921873,-0.04223,-0.008,-0.678,,0.02933,0.24906,0.04422,,0.751,0.487,2570000.0,14355000.0,,,,0.0,0.00775,0.74853,0.12,0.0067000003,,,,,none,,,2026-04-05T17:05:16.793199,"Aeries Technology, Inc.",stock
AEVA,WEAK_BUY,64,Moderate,"['✗ High D/E (774.8%)', '✓ High short interest (24.9%)', '✓ Strong institutional (71%)', '✓ Analyst upside (82%)']",13.23,0.23,-13.3,14.5858,13.9809,40.44,-0.3869,-0.1355,1.3508,17.1315,12.04,14.5858,839000,2715769,0.31,38.79999923706055,5.800000190734863,22.52,13.980900039672852,16.650175013542174,Technology,Software - Infrastructure,832797896.6548347,813292928.0,,-8.689654,,61.53488,46.064377,0.0,1.085,,-2.5838501,-0.48747003,-0.036510002,-5.17613,774.832,4.28,3.751,121899000.0,102394000.0,,,,0.0,0.71112996,0.20959,4.94,0.2491,33.0,18.5,24.1,24.0,none,,5.0,2026-04-05T17:05:17.309731,"Aeva Technologies, Inc.",stock
AEYE,BUY,80,Strong,"['✓ MACD bullish crossover', '✓ High short interest (10.9%)', '✓ Analyst upside (126%)', '✓ Analyst rating: buy']",6.63,-4.6,17.14,5.9005,7.0456,64.35,-0.1794,-0.3769,0.4821,6.654,5.147,5.9005,286700,197896,1.45,16.389999389648438,5.309999942779541,11.91,7.0455999755859375,11.013899993896484,Technology,Software - Application,82848348.83005142,90760344.0,,6.4368935,,17.08763,2.0552294,-0.07633,0.079,,-0.43216,-0.06412,0.78281,-0.07757,274.771,0.876,0.822,5288000.0,13200000.0,,,,0.0,0.36742002,0.35853,3.08,0.1094,25.0,7.0,15.0,15.0,buy,1.6,5.0,2026-04-05T17:05:17.569224,"AudioEye, Inc.",stock
AFBI,HOLD,50,Weak,"['✗ RSI overbought (78.9)', '✗ Price above upper BB', '✓ High volume (1.9x avg)', 'Mixed signals']",22.27,-0.22,11.97,19.8405,20.1242,78.92,0.427,0.0454,0.6744,22.0817,17.5992,19.8405,20700,10991,1.88,22.5,17.09000015258789,95.75,20.12417999267578,19.57943503379822,Financial Services,Banks - Regional,135733114.0100174,138024832.0,17.263567,,,1.0687207,9.50512,0.1091,0.042,,0.02049,0.00525,0.0,0.07202,,,,35195000.0,7570000.0,,,,0.0,0.2597,0.30085,2.73,0.0011999999,,,,,none,,,2026-04-05T17:05:17.870763,"Affinity Bancshares, Inc.",stock
AFCG,WEAK_BUY,64,Moderate,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ Price above upper BB', '✓ Analyst upside (185%)']",2.81,1.44,9.74,2.6151,2.408,60.31,0.0904,0.0735,0.1669,2.8025,2.4277,2.6151,116300,342974,0.34,5.869999885559082,2.059999942779541,19.69,2.4512000036239625,3.4349750077724455,Financial Services,Asset Management,66116050.29366875,124833040.0,,3.3720136,,0.37657464,33.5122,0.0,1.201,,-0.109689996,-0.06101,1.0,-0.43957,55.433,11.626,11.523,38605508.0,97322496.0,,20.57,0.58,1.5222,0.25327998,0.36195,7.34,0.097200006,8.0,8.0,8.0,8.0,none,,1.0,2026-04-05T17:05:18.152178,Advanced Flower Capital Inc.,stock
AFJK,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✗ High P/E (127.3)', 'Mixed signals']",25.42,0.0,-3.05,26.345,37.192,49.04,-3.3902,-4.1152,2.5007,29.1703,23.5197,26.345,0,14124,0.0,130.3699951171875,6.75,15.1,37.192000198364255,23.786529989242553,Financial Services,Shell Companies,155614478.74705124,157266880.0,127.299995,,,-45.30249,,0.0,,-0.302,,-0.01044,0.0,0.0,,0.009,0.001,2979.0,1655400.0,,,,0.0,0.19184999,0.33602002,0.48,0.0013,,,,,none,,,2026-04-05T17:05:18.403646,"Aimei Health Technology Co., Ltd",stock
AFJKU,HOLD,50,Weak,"['✓ MACD bullish crossover', 'Mixed signals']",27.61,0.0,0.0,27.4365,47.2958,,-5.2368,-6.6096,0.0,32.1202,22.7528,27.4365,0,69,0.0,80.0,7.599999904632568,27.64,47.29579936981201,26.543149943351747,Financial Services,Shell Companies,,170673472.0,,,,-63.131676,,0.0,,-0.302,,-0.01044,0.0,0.0,,0.009,0.001,2979.0,1655400.0,,,,,0.00037,0.0,5.36,,,,,,none,,,2026-04-05T17:05:18.916957,"Aimei Health Technology Co., Ltd",stock
AFOS,HOLD,50,Weak,['Mixed signals'],36.978,-0.19,-0.19,36.8464,37.6731,51.7,-0.3873,-0.3862,0.844,38.4071,35.2856,36.8464,1400,13693,0.1,40.125,25.040000915527344,79.14,37.673140106201174,32.49000523754002,,,,,30.490345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05T17:05:19.171196,ARS Focused Opportunity Strategy ETF,stock
AFRI,HOLD,50,Weak,"['✓ MACD bullish crossover', '✗ High D/E (1753.3%)', 'Mixed signals']",9.78,1.14,3.71,9.589,9.7823,58.27,-0.0653,-0.1018,0.3326,9.8792,9.2988,9.589,4300,11801,0.36,11.420000076293945,7.46999979019165,58.48,9.782300090789795,9.184150004386902,Consumer Defensive,Farm Products,263097572.35649967,446970560.0,,,,-57.52941,1.3030051,-0.111190006,-0.453,,-1.5636301,-0.00415,0.09297,-0.0346,1753.338,0.377,0.156,9480000.0,178595008.0,,,,0.0,0.02332,0.79746,47.95,0.0481,,,,,none,,,2026-04-05T17:05:19.428354,Forafric Global PLC,stock
AFRM,BUY,80,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✗ High P/E (57.2)', '✓ Strong institutional (85%)', '✓ Analyst upside (72%)', '✓ Analyst rating: buy']",46.31,1.69,2.8,46.366,52.3565,48.17,-2.2524,-2.8474,2.6878,51.683,41.049,46.366,3590100,6519079,0.55,100.0,32.31999969482422,20.67,52.35650001525879,68.37050012588502,Financial Services,Credit Services,15426354705.267864,23043766272.0,57.17284,12.136349,,4.337361,4.1514363,0.07598,0.296,0.593,0.08917,0.01232,0.47777,0.10474,258.872,13.846,10.207,1564432000.0,9181845504.0,,,,0.0,0.85148,0.0438,2.51,0.0563,105.0,53.0,79.69615,81.0,buy,1.66667,26.0,2026-04-05T17:05:19.978009,"Affirm Holdings, Inc.",stock
AFSC,HOLD,50,Weak,"['✓ MACD bullish crossover', 'Mixed signals']",31.142,0.03,-1.06,30.889,31.8734,55.53,-0.3366,-0.3939,0.5086,31.7944,29.9835,30.889,200,1446,0.14,33.180999755859375,23.239999771118164,79.49,31.873400039672852,30.4446950340271,,,,,23.683401,,,3.6296387,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,2026-04-05T17:05:20.230154,abrdn Focused U.S. Small Cap Active ETF,stock
