ticker,signal,confidence,strength,factors,current_price,price_change_1d,price_change_7d,sma_20,sma_50,rsi,macd,macd_signal,atr,bb_upper,bb_lower,bb_middle,volume,average_volume,relative_volume,week_52_high,week_52_low,week_52_position_pct,fifty_day_average,two_hundred_day_average,sector,industry,market_cap,enterprise_value,trailing_pe,forward_pe,peg_ratio,price_to_book,price_to_sales,profit_margins,revenue_growth,earnings_growth,return_on_equity,return_on_assets,gross_margins,operating_margins,debt_to_equity,current_ratio,quick_ratio,total_cash,total_debt,beta,dividend_yield,dividend_rate,payout_ratio,held_percent_institutions,held_percent_insiders,short_ratio,short_percent_of_float,target_high,target_low,target_mean,target_median,recommendation_key,recommendation_mean,num_analysts,analyzed_at,name,asset_type
ALLO,BUY,85,Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✓ Low D/E (28.5%)', '✓ High short interest (11.9%)', '✓ Analyst upside (201%)', '✓ Analyst rating: buy']",2.48,-3.12,6.44,2.3755,2.1418,52.04,0.0591,0.0588,0.2407,2.704,2.047,2.3755,4331500,5922741,0.73,2.799999952316284,0.8600000143051147,83.51,2.141800012588501,1.4953500014543533,Healthcare,Biotechnology,604569246.2496948,437612256.0,,-3.3102858,,1.945098,,0.0,,,-0.53416,-0.26815,0.0,0.0,28.458,7.927,7.742,250210000.0,83253000.0,,,,0.0,0.61213,0.15322,4.7,0.1187,14.0,1.6,7.46667,8.0,buy,1.53333,12.0,2026-04-05T17:05:44.698057,"Allogene Therapeutics, Inc.",stock
ALLR,HOLD,50,Weak,"['✗ MACD bearish crossover', '✓ Low D/E (14.2%)', '✓ Analyst upside (719%)', 'Mixed signals']",1.16,2.65,3.57,1.172,1.0554,40.0,0.0081,0.0172,0.082,1.3501,0.9939,1.172,55100,165800,0.33,2.3499999046325684,0.6140000224113464,31.45,1.0553600001335144,1.1917949962615966,Healthcare,Biotechnology,18653936.263239384,5063017.0,,-1.1958762,,1.8985269,58.29355,0.0,,,-1.03803,-0.38516,1.0,-9.11875,14.245,2.127,1.845,14687000.0,1400000.0,,,,0.0,0.08168,0.03508,1.43,0.018,9.5,9.5,9.5,9.5,none,,1.0,2026-04-05T17:05:44.969306,"Allarity Therapeutics, Inc.",stock
ALLT,BUY,85,Strong,"['✓ MACD bullish crossover', '✗ Price above upper BB', '✗ High P/E (88.9)', '✓ Low D/E (5.1%)', '✓ Strong institutional (74%)', '✓ Analyst upside (84%)', '✓ Analyst rating: strong_buy']",7.11,2.75,7.24,6.652,8.2506,63.1,-0.3946,-0.5666,0.325,7.1055,6.1985,6.652,338400,499409,0.68,11.920000076293945,4.369999885559082,36.29,8.250600023269653,8.930849990844727,Technology,Software - Infrastructure,347843240.4219384,272713248.0,88.875,17.555555,,3.0515022,3.410462,0.03633,0.14,8.168,0.04542,0.01442,0.71134,0.09053001,5.064,2.65,2.109,80870000.0,5740000.0,,,,0.0,0.73696,0.00184,2.02,0.0479,19.0,8.5,13.1,12.0,strong_buy,1.16667,5.0,2026-04-05T17:05:45.230695,Allot Ltd.,stock
ALLW,HOLD,50,Weak,"['✓ MACD bullish crossover', 'Mixed signals']",29.1,0.45,2.11,28.903,29.1376,48.91,-0.1746,-0.207,0.457,30.1525,27.6535,28.903,425500,871658,0.49,30.155000686645508,22.989999771118164,85.28,29.13756000518799,27.96446499824524,,,,,20.287758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05T17:05:45.494270,State Street Bridgewater All Weather ETF,stock
ALM,WEAK_BUY,64,Moderate,"['✓ Low D/E (45.3%)', '✓ Analyst upside (40%)', '✓ Analyst rating: strong_buy']",15.36,2.26,-6.0,17.3775,15.652,32.94,-0.5153,-0.0327,1.7554,22.4858,12.2692,17.3775,4146000,5526229,0.75,22.549999237060547,2.9542500972747803,63.31,15.652000064849853,8.664190024137497,Basic Materials,Other Industrial Metals & Mining,4330571131.36419,4224275200.0,,19.756302,,15.6808815,133.19098,0.0,0.388,,-0.81592005,-0.04314,0.10512,-1.2317901,45.307,3.891,3.708,268408992.0,162112992.0,,,,0.0,0.22925,0.26763,1.23,,25.370714,18.683493,21.49751,20.471102,strong_buy,1.22222,7.0,2026-04-05T17:05:45.760806,Almonty Industries Inc.,stock
ALMS,BUY,80,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low D/E (12.3%)', '✓ High short interest (12.9%)', '✓ Strong institutional (72%)', '✓ Analyst upside (64%)', '✓ Analyst rating: strong_buy']",23.37,2.82,-5.8,24.8495,26.2723,45.78,-1.0336,-0.7439,2.0796,28.6614,21.0376,24.8495,1412300,3105954,0.45,30.600000381469727,2.759999990463257,74.03,26.27229995727539,11.542224994897843,Healthcare,Biotechnology,2972648518.9599285,2701061376.0,,-7.227843,,8.120223,123.60286,0.0,,,-0.86684996,-0.73363996,1.0,-50.67133,12.252,4.34,4.236,308500992.0,36914000.0,,,,0.0,0.71742,0.00617,6.89,0.1286,55.0,25.0,38.4,38.0,strong_buy,1.09091,10.0,2026-04-05T17:05:46.019297,Alumis Inc.,stock
ALMU,BUY,80,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✓ Low D/E (2.8%)', '✓ High short interest (20.0%)', '✓ Analyst upside (90%)']",13.44,4.59,4.84,13.9305,15.3339,35.01,-0.9048,-0.9224,0.9689,16.2607,11.6003,13.9305,193800,526179,0.37,25.882999420166016,5.789999961853027,38.07,15.33390001296997,16.87290005683899,Technology,Semiconductors,242582665.0662098,205144672.0,,-61.090908,,5.931156,46.391792,-0.52457,-0.211,,-0.13793999,-0.13909,0.50181997,-1.6360099,2.779,48.804,47.966,38572000.0,1134000.0,,,,0.0,0.22789,0.30339,4.08,0.1998,26.0,25.0,25.5,25.5,none,,2.0,2026-04-05T17:05:46.277791,"Aeluma, Inc.",stock
ALNT,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Strong institutional (79%)', '✓ Analyst rating: buy', 'Mixed signals']",60.54,-2.07,-8.31,62.6055,63.7739,46.44,-0.8368,-0.5586,3.533,66.919,58.2921,62.6055,160600,173387,0.93,70.0,19.290000915527344,81.34,63.79899978637695,51.815799922943114,Technology,Electronic Components,1030275607.9605331,1186855552.0,45.863636,19.515877,,3.4011238,1.8580998,0.03974,0.175,1.101,0.07782,0.05205,0.32771,0.082959995,67.217,3.656,1.877,41324000.0,202628992.0,,0.2,0.12,0.090900004,0.78936994,0.15008001,3.96,0.0586,79.0,52.5,69.1,70.0,buy,1.8,5.0,2026-04-05T17:05:46.621212,Allient Inc.,stock
ALNY,BUY,85,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✗ High P/E (136.8)', '✗ High D/E (376.2%)', '✓ High ROE (73.3%)', '✓ Strong institutional (102%)', '✓ Analyst upside (41%)', '✓ Analyst rating: buy']",318.85,-3.01,-3.0,318.9285,328.6718,53.22,-2.2185,-4.3068,11.2179,332.6722,305.1848,318.9285,872500,1385150,0.63,495.54998779296875,205.8699951171875,39.0,328.6717999267578,393.2409999084473,Healthcare,Biotechnology,42286890273.86743,42347204608.0,136.8455,22.44991,,53.480377,11.386002,0.08448,0.849,,0.73283,0.0681,0.8164,0.12007,376.19,2.762,2.514,2908484096.0,2968797952.0,,,,0.0,1.01739,0.00467,4.2,0.0433,566.0,310.0,449.32,450.0,buy,1.78571,25.0,2026-04-05T17:05:46.861237,"Alnylam Pharmaceuticals, Inc.",stock
ALOT,WEAK_BUY,58,Moderate,"['✓ MACD bullish crossover', '✓ High volume (8.7x avg)']",9.11,0.66,1.9,8.878,9.111,56.57,0.0198,-0.042,0.4186,9.4877,8.2683,8.878,160800,18574,8.66,12.680000305175781,6.960000038146973,37.59,9.111000022888184,9.62905002117157,Technology,Computer Hardware,69586040.01755524,108915032.0,,26.02857,,0.90511674,0.46285778,-0.11201999,-0.031,0.651,-0.19924,0.026630001,0.34293,0.07256,55.847,1.825,0.591,3606000.0,42935000.0,,,,0.0,0.47956002,0.13656999,0.54,0.0011999999,,,,,none,,,2026-04-05T17:05:47.179083,"AstroNova, Inc.",stock
ALOVU,HOLD,50,Weak,"['✓ MACD bullish crossover', '✗ Price above upper BB', 'Mixed signals']",9.99,0.1,0.3,9.9625,9.9743,66.67,0.0001,-0.0028,0.0121,9.9875,9.9375,9.9625,36500,284778,0.13,10.050000190734863,9.930000305175781,50.0,9.97429988861084,9.974803812363568,Financial Services,Shell Companies,,65231272.0,,,,-1248.7499,,0.0,,,,,0.0,0.0,,0.07,0.07,3480.0,50000.0,,,,,0.00252,0.0,0.44,,,,,,none,,,2026-04-05T17:05:47.671403,"Aldabra 4 Liquidity Opportunity Vehicle, Inc.",stock
ALOY,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low D/E (4.4%)', 'Mixed signals']",9.19,0.88,-14.27,12.4847,13.33,34.93,-1.463,-0.9785,1.4367,18.1222,6.8473,12.4847,1146000,814732,1.41,26.899999618530273,2.5999999046325684,27.12,13.329999980926514,9.111165018081666,Basic Materials,Other Industrial Metals & Mining,549844144.6540375,1098795776.0,,,,27.02941,790.006,0.0,,,,,0.12356,-132.44086,4.428,5.342,0.152,273000.0,1716000.0,,,,,0.00403,0.11289,1.91,,,,,,none,,,2026-04-05T17:05:48.163219,REalloys Inc.,stock
ALPS,HOLD,50,Weak,"['✗ MACD bearish crossover', 'Mixed signals']",1.01,0.0,-1.94,1.0145,0.9704,49.17,0.0105,0.0156,0.1111,1.1412,0.8878,1.0145,7900,45769,0.17,2.9000000953674316,0.5619999766349792,19.16,0.9704399943351746,0.999961899575733,,,168064328.68308282,,,,,22.444443,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,2026-04-05T17:05:48.408382,ALPS Group Inc,stock
ALRM,BUY,75,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ High ROE (15.8%)', '✓ Strong institutional (99%)', '✓ Analyst upside (33%)', '✓ Analyst rating: buy']",43.67,0.85,1.87,45.4688,46.6851,31.87,-1.2822,-1.1235,1.4338,50.3699,40.5676,45.4688,267300,440658,0.61,60.7599983215332,41.5,11.27,46.68510009765625,51.71634998321533,Technology,Software - Application,2178245577.9375763,2316825088.0,17.752031,14.690694,,2.5554447,2.1541471,0.13111,0.08,0.179,0.15837,0.041160002,0.66149,0.13627,119.599,1.919,1.662,960584000.0,1065641024.0,,,,0.0,0.99017,0.05331,4.66,0.078,85.0,40.0,58.0,56.5,buy,2.42857,6.0,2026-04-05T17:05:48.667195,"Alarm.com Holdings, Inc.",stock
ALRS,HOLD,50,Weak,"['✓ MACD bullish crossover', 'Mixed signals']",23.84,0.97,-0.58,23.5614,24.182,58.43,-0.0826,-0.1415,0.5611,24.1329,22.99,23.5614,144800,141717,1.02,26.31999969482422,15.779999732971191,76.47,24.37319999694824,22.673499965667723,Financial Services,Banks - Regional,605563682.1159096,966826688.0,35.058823,8.637681,,1.0721353,2.7055953,0.07792,-0.858,,0.03289,0.00332,0.0,-4.81437,,,,53683000.0,414945984.0,,3.52,0.84,1.2206,0.62047,0.081949994,6.88,0.0304,29.0,25.0,26.6,26.0,hold,2.6,5.0,2026-04-05T17:05:48.978465,Alerus Financial Corporation,stock
ALT,BUY,85,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✓ Low D/E (15.9%)', '✓ High short interest (20.4%)', '✓ Analyst upside (439%)', '✓ Analyst rating: buy']",3.34,7.05,0.91,3.407,4.2407,45.18,-0.2892,-0.3075,0.1893,3.9528,2.8612,3.407,2737000,4510212,0.61,7.730000019073486,2.869999885559082,9.67,4.240699992179871,4.225725009441375,Healthcare,Biotechnology,434551280.0129831,196665744.0,,-2.4481597,,1.6469426,10598.812,0.0,4.2,,-0.5057,-0.28173,0.0,-1111.2692,15.869,18.55,18.35,273456000.0,35688000.0,,,,0.0,0.42493,0.00592,8.53,0.2039,28.0,1.0,18.0,20.0,buy,1.81818,10.0,2026-04-05T17:05:49.237241,"Altimmune, Inc.",stock
ALTI,BUY,80,Strong,"['✓ MACD bullish crossover', '✓ Low D/E (7.2%)', '✓ Analyst upside (136%)', '✓ Analyst rating: strong_buy']",3.82,4.66,13.35,3.6657,4.1895,54.88,-0.1758,-0.2249,0.29,4.2629,3.0686,3.6657,102100,152962,0.67,5.445000171661377,2.700000047683716,40.8,4.189499993324279,4.157300015687943,Financial Services,Asset Management,563736627.6683035,1052334464.0,,8.681818,,1.5522145,2.2111135,-0.46949002,0.715,,-0.13411,-0.03487,0.27319,-0.078990005,7.151,0.999,0.941,41158000.0,62558000.0,,,,0.0,0.15201999,0.56101,10.71,0.0252,9.0,9.0,9.0,9.0,strong_buy,1.0,1.0,2026-04-05T17:05:49.492829,"AlTi Global, Inc.",stock
ALTO,HOLD,50,Weak,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ MACD bearish crossover', '✓ Low D/E (39.8%)', 'Mixed signals']",4.67,-2.51,6.62,4.5145,3.387,50.23,0.3797,0.4053,0.3064,4.9152,4.1138,4.5145,1414400,1599030,0.88,5.059999942779541,0.7599999904632568,90.93,3.3869999980926515,2.029249993860722,Basic Materials,Specialty Chemicals,361193609.1808319,435143392.0,29.187502,13.342857,,1.4722573,0.39348838,0.014529999,-0.019,,0.05672,0.01219,0.03803,0.03574,39.796,2.639,1.456,23415000.0,97597000.0,,,,0.0,0.37296,0.07524,0.62,0.020499999,5.5,4.5,5.0,5.0,none,,2.0,2026-04-05T17:05:49.740564,"Alto Ingredients, Inc.",stock
ALTS,BUY,75,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low D/E (1.1%)', '✓ Strong margins (133.1%)', '✓ High short interest (12.5%)', '✓ Analyst upside (470%)']",1.14,3.64,-15.56,1.311,1.537,35.38,-0.1013,-0.0855,0.11,1.5293,1.0927,1.311,4183700,3588479,1.17,10.949999809265137,1.0,1.41,1.5369999933242797,3.4362500047683717,Technology,Software - Application,144026599.55270433,178778048.0,,,,0.09361143,5.786757,1.3306301,0.533,,0.04251,-0.01714,0.43488997,-2.18337,1.142,0.795,0.148,7318000.0,17807000.0,,,,0.0,0.41081002,0.022839999,6.53,0.1247,6.5,6.5,6.5,6.5,none,,1.0,2026-04-05T17:05:49.997440,ALT5 Sigma Corporation,stock
ALTY,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', 'Mixed signals']",12.095,0.42,0.21,12.1069,12.2051,47.22,-0.0647,-0.0615,0.1153,12.3588,11.8549,12.1069,8100,22670,0.36,12.579999923706055,10.569999694824219,75.87,12.262860107421876,11.942845039367675,,,,,17.107176,,,,,,,,,,,,,,,,,,7.19,,,,,,,,,,,,,,2026-04-05T17:05:50.292200,Global X Alternative Income ETF,stock
ALVO,BUY,75,Strong,"['✓ MACD bullish crossover', '✓ Analyst upside (284%)', '✓ Analyst rating: buy']",3.65,0.83,16.24,3.5465,4.244,54.95,-0.2102,-0.2692,0.2181,4.1084,2.9846,3.5465,246800,541545,0.46,11.850000381469727,3.0299999713897705,7.03,4.24399998664856,6.539799981117248,Healthcare,Drug Manufacturers - Specialty & Generic,1137344241.8166018,2415586048.0,36.5,12.071703,,-4.002193,1.9312898,0.04741,0.101,,,0.03595,0.60374,0.30938998,,1.888,1.01,172359008.0,1449144960.0,,,,0.0,0.060510002,0.62566,3.52,0.0207,50.0,4.0,14.0,8.0,buy,2.0,6.0,2026-04-05T17:05:50.556141,Alvotech,stock
ALXO,WEAK_BUY,58,Moderate,"['✓ Analyst upside (134%)', '✓ Analyst rating: strong_buy']",1.97,-0.51,-3.43,2.0763,2.0722,49.29,-0.0292,-0.0048,0.157,2.255,1.8975,2.0763,415100,684356,0.61,2.6600000858306885,0.40400001406669617,69.41,2.072200002670288,1.3830550016462804,Healthcare,Biotechnology,259268311.42534304,229248304.0,,-3.2083647,,4.1213393,,0.0,,,-1.45696,-0.6095,0.0,0.0,56.849,2.066,1.836,44790000.0,14770000.0,,,,0.0,0.40280998,0.01189,1.64,0.0109,6.0,4.0,4.6,4.0,strong_buy,1.42857,5.0,2026-04-05T17:05:51.076670,ALX Oncology Holdings Inc.,stock
ALZN,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ RSI oversold (17.9)', '✓ Analyst upside (2700%)', 'Mixed signals']",1.0,-1.96,-48.19,1.7205,1.8862,17.9,-0.256,-0.1575,0.2011,2.5827,0.8583,1.7205,96000,142317,0.67,8.819999694824219,0.9800000190734863,0.26,1.8861999917030334,2.308589998483658,Healthcare,Biotechnology,3804741.0,1091221.0,,-0.38457692,,1.741986,,0.0,,,-2.49965,-1.07011,0.0,0.0,,1.992,1.461,2713139.0,0.0,,,,0.0,0.064559996,0.0053,3.62,0.0651,28.0,28.0,28.0,28.0,none,,1.0,2026-04-05T17:05:51.339351,"Alzamend Neuro, Inc.",stock
AMAL,BUY,75,Strong,"['✓ MACD bullish crossover', '✗ Price above upper BB', '✓ Low P/E (11.6)', '✓ Strong margins (33.4%)']",39.4,0.82,2.15,38.1085,38.9993,61.82,0.099,-0.0671,1.0514,39.2793,36.9377,38.1085,114200,180388,0.63,42.65999984741211,25.030000686645508,81.51,39.02540000915528,32.156349954605105,Financial Services,Banks - Regional,1179491053.6791992,916145600.0,11.554253,8.736142,,1.4788126,3.7755675,0.33433998,0.09,0.111,0.13906999,0.012200001,0.0,0.43165,,,,340932992.0,81802000.0,,1.5,0.59,0.16420001,0.61968,0.2575,9.59,0.0686,43.0,41.0,42.0,42.0,none,,2.0,2026-04-05T17:05:51.604428,Amalgamated Financial Corp.,stock
