ticker,signal,confidence,buy_score,sell_score,current_price,price_change_1d,price_change_7d,price_change_30d,rsi,sma_20,sma_50,macd,macd_signal,relative_volume,week_52_position_pct,trailing_pe,forward_pe,peg_ratio,beta,target_mean,upside_pct,analyst_recommendation,factors,analyzed_at
HCI,BUY,80,6,2,153.09,-0.55,-0.49,-1.94,26.71,157.8625,159.9857,-2.9387,-2.6307,1.15,29.05,6.7381163,8.611446,,1.154,245.0,60.04,buy,Downtrend (price < SMA20 < SMA50); RSI Oversold (26.7); MACD Below Signal; Low P/E (6.7); Analyst buy; High Upside Potential (60.0%),2026-04-05T23:06:19.405518
SWX,WEAK_BUY,65,3,2,89.24,1.98,3.99,1.87,54.92,86.926,85.9134,0.3525,0.2244,0.55,97.0,27.458462,17.78809,,0.595,92.42857,3.57,strong_buy,Uptrend (price > SMA20 > SMA50); MACD Above Signal; Price Above Upper BB; Analyst strong_buy,2026-04-05T23:06:19.413212
EXPD,WEAK_BUY,65,3,0,145.81,1.04,1.84,-6.71,57.92,143.381,149.8366,-1.4157,-2.0606,0.5,67.96,24.505882,22.52177,,1.081,139.2857,-4.47,hold,MACD Bullish Crossover; Reasonable P/E (24.5),2026-04-05T23:06:19.420931
AAME,BUY,80,4,2,2.22,-1.33,-11.9,-26.73,24.3,2.5565,2.637,-0.1066,-0.0722,0.94,39.18,9.652174,,,0.796,,,none,Downtrend (price < SMA20 < SMA50); RSI Oversold (24.3); MACD Below Signal; Low P/E (9.7),2026-04-05T23:06:19.428581
CON,BUY,80,4,2,20.89,-1.6,-5.09,-11.5,34.84,21.9888,22.6128,-0.4354,-0.3022,0.58,38.19,16.069231,12.564809,,,29.0,38.82,strong_buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (34.8); MACD Below Signal; Reasonable P/E (16.1); Analyst strong_buy; High Upside Potential (38.8%),2026-04-05T23:06:19.436389
ASNS,HOLD,50,2,2,0.356,-0.84,-11.44,78.0,44.67,0.3721,0.3493,0.0063,0.0073,0.03,2.22,,,,1.426,3.0,742.7,strong_buy,MACD Bearish Crossover; Analyst strong_buy; High Upside Potential (742.7%),2026-04-05T23:06:19.444082
TOST,HOLD,50,2,2,26.47,1.53,-1.27,-2.22,40.54,27.495,28.3928,-0.7336,-0.686,0.81,8.38,47.267857,16.227318,,1.901,36.75,38.84,buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Analyst buy; High Upside Potential (38.8%),2026-04-05T23:06:19.452128
REG,WEAK_BUY,65,2,1,76.98,1.14,3.43,1.15,52.79,76.1135,75.3054,-0.0595,-0.0204,1.45,82.26,27.297874,30.313652,,0.922,81.78947,6.25,buy,Uptrend (price > SMA20 > SMA50); MACD Below Signal; Analyst buy,2026-04-05T23:06:19.459879
PCOR,BUY,80,4,0,58.02,1.19,3.72,10.85,52.78,57.413,56.0254,0.0152,-0.0153,0.64,32.95,,25.763994,,0.849,72.55556,25.05,none,Uptrend (price > SMA20 > SMA50); MACD Bullish Crossover; High Upside Potential (25.1%),2026-04-05T23:06:19.467572
ACIW,BUY,80,4,0,41.33,0.9,3.22,1.1,59.68,40.5845,41.1536,-0.1298,-0.3195,0.88,18.85,19.13426,10.905014,,1.034,64.0,54.85,none,MACD Bullish Crossover; Reasonable P/E (19.1); High Upside Potential (54.9%),2026-04-05T23:06:19.475289
BLD,BUY,80,5,1,356.91,-3.32,-2.05,-31.22,46.44,361.048,439.675,-24.2488,-29.0809,0.91,30.92,19.535303,16.806807,,1.79,498.06668,39.55,buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Reasonable P/E (19.5); Analyst buy; High Upside Potential (39.5%),2026-04-05T23:06:19.482966
TROX,WEAK_BUY,65,3,2,9.18,-2.13,2.8,35.0,69.5,7.881,7.4041,0.6401,0.4681,0.69,89.27,,-65.655846,,0.905,6.9375,-24.43,buy,Uptrend (price > SMA20 > SMA50); RSI Elevated (69.5); MACD Above Signal; Analyst buy; Downside Risk (-24.4%),2026-04-05T23:06:19.490670
BIDG,BUY,80,4,1,11.76,-2.07,-8.65,-35.13,28.96,13.2573,17.139,-1.4854,-1.5632,0.25,6.1,,,,,,,none,Downtrend (price < SMA20 < SMA50); RSI Oversold (29.0); MACD Bullish Crossover,2026-04-05T23:06:19.498129
NN,WEAK_SELL,65,1,2,16.55,3.96,-14.51,-3.05,47.7,17.261,16.4966,0.0451,0.329,0.88,63.75,,-25.075756,,0.983,20.0,20.85,none,MACD Bearish Crossover; High Upside Potential (20.8%),2026-04-05T23:06:19.505721
BB,WEAK_BUY,65,3,2,3.46,2.98,5.17,0.29,56.82,3.327,3.4394,-0.0442,-0.064,1.05,25.9,86.5,21.060322,,1.265,4.83571,39.76,hold,MACD Bullish Crossover; High P/E (86.5); High Upside Potential (39.8%),2026-04-05T23:06:19.513420
ACEP,WEAK_BUY,65,2,1,17.659,0.2,0.9,-2.81,60.89,17.3462,17.6786,-0.0651,-0.1077,0.2,78.26,26.128866,,,,,,none,RSI Elevated (60.9); MACD Bullish Crossover,2026-04-05T23:06:19.520910
BTAI,WEAK_BUY,65,3,2,1.18,-3.28,-17.48,-24.84,35.24,1.4655,1.561,-0.1068,-0.076,0.7,1.43,,-0.7151515,,0.302,14.0,1086.44,buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (35.2); MACD Below Signal; Analyst buy; High Upside Potential (1086.4%),2026-04-05T23:06:19.528560
LADR,BUY,80,5,0,9.78,0.62,0.24,-4.45,50.13,9.7631,10.1269,-0.1197,-0.1445,0.79,7.36,19.17647,8.042763,,1.028,12.42857,27.08,buy,MACD Bullish Crossover; Reasonable P/E (19.2); Analyst buy; High Upside Potential (27.1%),2026-04-05T23:06:19.536249
CMTG,WEAK_BUY,65,2,0,2.34,0.86,7.83,-0.43,52.04,2.316,2.5074,-0.0495,-0.0748,0.5,15.17,,-46.8,,1.167,2.5,6.84,none,MACD Bullish Crossover,2026-04-05T23:06:19.543906
FRST,BUY,80,6,2,13.36,-0.15,0.83,-3.75,71.32,12.997,13.4053,-0.0046,-0.08,1.33,82.9,5.365462,6.764557,,0.715,16.125,20.7,strong_buy,RSI Overbought (71.3); MACD Bullish Crossover; Low P/E (5.4); Analyst strong_buy; High Upside Potential (20.7%),2026-04-05T23:06:19.551706
QRVO,WEAK_BUY,65,3,0,78.7,2.11,-2.53,-4.3,52.22,78.248,80.4026,-0.7434,-0.7735,1.8,51.44,21.680439,11.665065,,1.336,88.4375,12.37,none,MACD Bullish Crossover; Reasonable P/E (21.7),2026-04-05T23:06:19.559438
AACG,WEAK_SELL,65,0,3,0.97,5.43,-3.96,6.59,47.62,0.9745,0.9778,-0.0073,0.0014,0.14,12.5,,-0.97878784,,1.28,,,none,Downtrend (price < SMA20 < SMA50); MACD Bearish Crossover,2026-04-05T23:06:19.567273
CHSCN,WEAK_SELL,65,0,1,25.01,0.48,0.04,-0.06,51.25,24.9517,24.9772,-0.0327,-0.0219,1.49,46.15,,,,,,,none,MACD Below Signal,2026-04-05T23:06:19.574684
HSIC,BUY,80,5,1,73.94,1.23,-0.42,-7.08,43.18,74.426,76.941,-1.292,-1.3343,0.87,46.57,22.611622,12.595308,,0.882,90.0,21.72,buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Reasonable P/E (22.6); Analyst buy; High Upside Potential (21.7%),2026-04-05T23:06:19.582333
SAH,BUY,80,4,1,64.87,-0.58,-0.67,-2.03,64.95,62.8235,62.0076,1.2641,0.8633,0.75,32.17,18.967836,8.922468,,0.832,75.90909,17.02,buy,Uptrend (price > SMA20 > SMA50); RSI Elevated (64.9); MACD Above Signal; Reasonable P/E (19.0); Analyst buy,2026-04-05T23:06:19.590130
SBGI,WEAK_BUY,65,3,2,13.01,-0.38,-1.74,-9.36,20.0,13.6179,14.16,-0.3929,-0.35,0.93,18.7,,-8.954813,,1.024,17.85714,37.26,hold,Downtrend (price < SMA20 < SMA50); RSI Oversold (20.0); MACD Below Signal; High Upside Potential (37.3%),2026-04-05T23:06:19.597915
RTX,HOLD,50,2,2,196.21,0.77,0.62,-4.25,37.77,199.5005,199.9284,-2.4564,-1.7354,0.65,82.11,39.558468,26.0886,,0.428,216.33682,10.26,buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (37.8); MACD Below Signal; Analyst buy,2026-04-05T23:06:19.605634
BEPC,WEAK_BUY,65,2,1,41.32,2.25,3.77,-2.66,61.39,40.024,41.0038,-0.2832,-0.4353,0.79,82.0,,-29.609882,,1.23,42.0,1.65,hold,RSI Elevated (61.4); MACD Bullish Crossover,2026-04-05T23:06:19.613345
KRUS,WEAK_BUY,65,3,2,68.13,-1.8,1.82,-5.34,70.08,61.8445,67.1642,0.6672,-0.63,0.85,50.04,,270.3035,,1.659,76.2,11.85,buy,RSI Overbought (70.1); MACD Bullish Crossover; Analyst buy,2026-04-05T23:06:19.620900
CMP,WEAK_BUY,65,3,1,22.73,-2.78,-7.26,-2.32,54.33,23.034,23.7828,-0.1306,-0.1565,0.9,76.4,,22.341702,,1.176,25.75,13.29,buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Analyst buy,2026-04-05T23:06:19.628549
CCIIW,WEAK_SELL,65,1,2,0.6,0.0,-7.69,-7.69,34.29,0.6875,0.7002,-0.0246,-0.0145,0.0,13.74,,,,,,,none,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (34.3); MACD Below Signal,2026-04-05T23:06:19.636034
WEC,BUY,80,4,0,117.58,1.21,4.31,2.83,50.91,115.075,113.7241,0.5149,0.3923,0.69,94.7,24.444906,19.566338,,0.525,123.08824,4.68,buy,Uptrend (price > SMA20 > SMA50); MACD Above Signal; Reasonable P/E (24.4); Analyst buy,2026-04-05T23:06:19.643744
RRX,HOLD,50,2,2,183.99,-3.86,-5.52,-14.4,48.79,187.947,193.8902,-3.2298,-3.0071,0.95,67.34,43.911694,13.720379,,1.088,242.55556,31.83,strong_buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Analyst strong_buy; High Upside Potential (31.8%),2026-04-05T23:06:19.651426
MOD,HOLD,50,3,3,219.32,-1.64,-5.83,-3.11,63.76,206.325,204.4094,4.6448,3.9329,0.43,86.25,120.50549,29.752022,,1.679,251.14285,14.51,strong_buy,Uptrend (price > SMA20 > SMA50); RSI Elevated (63.8); MACD Above Signal; High P/E (120.5); Analyst strong_buy,2026-04-05T23:06:19.659169
BKMS,WEAK_SELL,65,1,2,25.479,-0.12,0.02,-0.56,33.46,25.5281,25.5612,-0.032,-0.0268,0.51,5.43,,,,,,,none,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (33.5); MACD Below Signal,2026-04-05T23:06:19.666748
AEYE,BUY,80,4,1,6.63,-4.6,17.14,-2.07,64.35,5.9005,7.0456,-0.1794,-0.3769,1.45,11.91,,6.4368935,,0.683,15.0,126.24,buy,RSI Elevated (64.4); MACD Bullish Crossover; Analyst buy; High Upside Potential (126.2%),2026-04-05T23:06:19.674465
RPRX,SELL,80,3,4,48.57,0.16,3.27,7.65,74.91,46.361,44.8859,0.7861,0.6108,0.75,97.47,27.286516,8.916131,,0.388,51.55556,6.15,buy,Uptrend (price > SMA20 > SMA50); RSI Overbought (74.9); MACD Above Signal; Price Above Upper BB; Analyst buy,2026-04-05T23:06:19.682165
CONX,WEAK_BUY,65,3,2,8.118,-2.38,-11.95,-8.71,35.06,10.2095,10.3346,-0.8567,-0.5996,0.96,9.03,13.931534,,,,,,none,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (35.1); MACD Below Signal; Low P/E (13.9),2026-04-05T23:06:19.689637
EHC,BUY,80,4,2,97.39,0.01,-1.25,-8.42,39.17,99.7404,101.9979,-1.9667,-1.8526,0.67,13.12,17.547747,15.042646,,0.6,142.72726,46.55,strong_buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (39.2); MACD Below Signal; Reasonable P/E (17.5); Analyst strong_buy; High Upside Potential (46.6%),2026-04-05T23:06:19.697314
INCY,BUY,80,5,1,95.93,1.73,4.01,-5.32,60.42,93.101,98.186,-1.4954,-2.2005,0.64,72.14,14.965679,11.091802,,0.857,107.13636,11.68,buy,RSI Elevated (60.4); MACD Bullish Crossover; Low P/E (15.0); Analyst buy,2026-04-05T23:06:19.704947
TPL,SELL,80,4,6,444.24,1.15,-16.24,-11.03,21.85,513.074,459.98,-2.1287,13.0342,0.75,62.96,63.73601,6.075492,,0.773,445.5,0.28,hold,Strong Downtrend (below both SMAs); RSI Oversold (21.8); MACD Bearish Crossover; Price Below Lower BB; High P/E (63.7),2026-04-05T23:06:19.712568
BON,HOLD,50,2,2,1.28,0.0,-5.88,-19.5,4.55,1.4119,1.547,-0.077,-0.066,0.42,6.61,,2.2068965,,-0.249,,,none,Downtrend (price < SMA20 < SMA50); RSI Oversold (4.5); MACD Below Signal,2026-04-05T23:06:19.720159
AFCG,HOLD,50,3,3,2.81,1.44,9.74,26.74,60.31,2.6151,2.408,0.0904,0.0735,0.33,19.69,,3.3720136,,0.877,8.0,184.7,none,Uptrend (price > SMA20 > SMA50); RSI Elevated (60.3); MACD Above Signal; Price Above Upper BB; High Upside Potential (184.7%),2026-04-05T23:06:19.727737
WSM,BUY,80,4,1,180.17,-0.11,-0.97,-16.15,50.26,182.01,198.2196,-5.1815,-5.8761,0.84,52.7,20.35819,17.77487,,1.578,204.52632,13.52,buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Reasonable P/E (20.4); Analyst buy,2026-04-05T23:06:19.735356
BBSI,BUY,80,5,1,29.58,2.35,2.18,-8.12,67.93,28.4788,31.5146,-0.4032,-0.7767,0.59,17.48,14.221154,13.304368,,0.985,42.25,42.83,none,RSI Elevated (67.9); MACD Bullish Crossover; Low P/E (14.2); High Upside Potential (42.8%),2026-04-05T23:06:19.743007
HBM,BUY,80,5,0,21.64,-1.64,8.09,-13.34,54.08,20.5783,23.6079,-0.876,-1.2236,0.88,68.85,15.027777,10.365971,,2.15,32.516,50.26,strong_buy,MACD Bullish Crossover; Reasonable P/E (15.0); Analyst strong_buy; High Upside Potential (50.3%),2026-04-05T23:06:19.750694
HALO,BUY,80,4,0,64.49,-1.39,1.98,-9.14,53.33,64.325,69.8704,-1.7122,-2.1988,0.84,48.93,25.191406,6.550533,,1.031,84.88889,31.63,buy,MACD Bullish Crossover; Analyst buy; High Upside Potential (31.6%),2026-04-05T23:06:19.758362
AIN,WEAK_BUY,65,2,1,52.26,-3.11,-1.15,-11.6,47.08,53.0752,55.6807,-1.149,-1.2953,0.79,34.88,,17.946058,,1.188,56.25,7.63,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover,2026-04-05T23:06:19.766062
BFST,BUY,80,5,3,27.53,0.51,2.8,-4.67,66.9,26.5935,27.6358,-0.0684,-0.2395,0.85,70.29,9.867384,8.418961,,0.82,32.625,18.51,strong_buy,RSI Elevated (66.9); MACD Bullish Crossover; Price Above Upper BB; Low P/E (9.9); Analyst strong_buy,2026-04-05T23:06:19.773661
IRDM,SELL,80,3,4,32.86,15.22,10.71,44.24,73.73,26.5055,23.6735,1.7581,1.4179,1.7,97.29,31.000002,25.083971,,0.482,29.0,-11.75,buy,Uptrend (price > SMA20 > SMA50); RSI Overbought (73.7); MACD Above Signal; Price Above Upper BB; Analyst buy,2026-04-05T23:06:19.782983
PAYX,WEAK_BUY,65,3,1,91.7,0.87,-1.78,0.5,47.48,93.1785,95.5183,-1.1406,-1.2534,1.08,6.47,20.242825,15.534894,,,102.8,12.1,hold,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Reasonable P/E (20.2),2026-04-05T23:06:19.790592
WLFC,BUY,80,4,1,175.89,0.15,-0.2,-14.29,63.66,172.104,185.2942,-3.4889,-4.2188,1.02,66.51,11.428849,9.415953,,0.749,190.0,8.02,none,RSI Elevated (63.7); MACD Bullish Crossover; Low P/E (11.4),2026-04-05T23:06:19.798296
GERN,WEAK_BUY,65,3,0,1.66,0.0,5.73,-11.7,54.65,1.5615,1.5732,-0.0079,-0.0166,1.95,63.92,,20.75,,0.671,3.4,104.82,none,MACD Bullish Crossover; High Upside Potential (104.8%),2026-04-05T23:06:19.805985
MOS,BUY,80,4,1,26.17,-1.39,-0.08,-10.33,38.57,26.603,27.5445,-0.5486,-0.5615,0.87,24.01,15.394117,10.636785,,0.962,31.27368,19.5,hold,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (38.6); MACD Bullish Crossover; Reasonable P/E (15.4),2026-04-05T23:06:19.813674
KN,WEAK_BUY,65,2,0,25.87,-1.33,-2.93,-6.06,57.11,25.271,25.8194,-0.0173,-0.1038,0.65,82.66,44.60345,17.28504,,1.488,28.5,10.17,none,MACD Bullish Crossover,2026-04-05T23:06:19.821368
AIOT,WEAK_BUY,65,3,0,3.08,1.32,0.98,-18.73,47.62,3.0595,3.8056,-0.2146,-0.2802,1.1,9.12,,16.0,,1.392,10.33333,235.5,none,MACD Bullish Crossover; High Upside Potential (235.5%),2026-04-05T23:06:19.829030
PWR,SELL,80,1,4,560.63,0.11,-2.22,1.46,50.57,561.6692,535.5744,4.1136,7.8528,0.82,93.52,82.68879,36.44011,,1.106,587.7672,4.84,buy,MACD Bearish Crossover; High P/E (82.7); Analyst buy,2026-04-05T23:06:19.836743
PCTY,WEAK_BUY,65,3,2,106.14,0.91,-3.16,0.45,44.7,110.882,115.9326,-2.5409,-2.4716,1.29,5.56,24.974117,12.718886,,0.573,168.09525,58.37,buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Reasonable P/E (25.0); Analyst buy; High Upside Potential (58.4%),2026-04-05T23:06:19.844548
CLRB,WEAK_BUY,65,3,2,2.55,2.0,-13.56,-24.56,19.63,2.9535,3.1236,-0.1567,-0.0967,0.46,0.66,,-0.82258064,,0.404,33.33333,1207.19,none,Downtrend (price < SMA20 < SMA50); RSI Oversold (19.6); MACD Below Signal; High Upside Potential (1207.2%),2026-04-05T23:06:19.852357
EXEL,BUY,80,4,3,43.88,-0.36,2.55,0.57,68.97,41.924,42.7006,0.1193,-0.2256,0.6,66.71,15.784173,11.167156,,0.418,46.83333,6.73,buy,RSI Elevated (69.0); MACD Bullish Crossover; Price Above Upper BB; Reasonable P/E (15.8); Analyst buy,2026-04-05T23:06:19.860068
NBHC,BUY,80,5,0,39.58,0.25,2.14,-6.18,56.72,38.7925,39.9488,-0.2702,-0.4539,0.57,66.44,13.88772,9.924775,,0.773,46.0,16.22,buy,MACD Bullish Crossover; Low P/E (13.9); Analyst buy,2026-04-05T23:06:19.867825
PNW,WEAK_BUY,65,3,0,102.7,1.15,5.12,4.43,49.11,100.5295,98.1013,0.6538,0.6131,0.58,93.19,20.336632,18.238485,,0.476,103.61538,0.89,hold,Uptrend (price > SMA20 > SMA50); MACD Above Signal; Reasonable P/E (20.3),2026-04-05T23:06:19.875648
NSC,WEAK_BUY,65,3,1,288.0,0.35,1.91,-8.93,47.82,288.4835,299.0077,-4.6735,-5.1692,1.58,73.0,22.570532,21.375086,,1.31,312.6316,8.55,hold,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Reasonable P/E (22.6),2026-04-05T23:06:19.883622
NNI,BUY,80,5,0,129.45,1.01,0.88,-0.49,48.81,128.962,130.2874,-0.6316,-0.7796,2.19,69.99,10.979644,12.945,,0.81,135.0,4.29,hold,MACD Bullish Crossover; Low P/E (11.0); High Volume + Price Up,2026-04-05T23:06:19.891413
KOP,BUY,80,4,2,37.29,-0.96,-1.53,6.46,47.77,37.571,34.8955,0.7611,0.9433,1.13,86.61,13.609489,7.8560343,,1.297,49.66667,33.19,strong_buy,MACD Bearish Crossover; Low P/E (13.6); Analyst strong_buy; High Upside Potential (33.2%),2026-04-05T23:06:19.899212
TPH,SELL,80,2,4,46.75,0.43,0.06,0.95,74.73,46.537,42.6838,0.924,1.2359,0.74,99.95,17.1875,18.003828,,1.297,47.0,0.53,none,Uptrend (price > SMA20 > SMA50); RSI Overbought (74.7); MACD Bearish Crossover; Reasonable P/E (17.2),2026-04-05T23:06:19.907051
DRH,BUY,80,4,0,9.41,0.53,-0.62,-4.32,57.92,9.364,9.5179,-0.0548,-0.0596,0.56,71.87,21.386364,18.096155,,1.007,10.67308,13.42,buy,MACD Bullish Crossover; Reasonable P/E (21.4); Analyst buy,2026-04-05T23:06:19.915010
CHSCL,WEAK_SELL,65,0,2,25.34,-0.12,-0.28,0.7,52.87,25.3487,25.2968,0.0233,0.0314,1.05,20.0,,,,,,,none,MACD Bearish Crossover,2026-04-05T23:06:19.922536
AGAE,WEAK_SELL,65,0,2,0.289,4.71,-1.7,-13.99,49.57,0.2939,0.3018,-0.0076,-0.0067,0.03,1.07,,,,1.53,,,none,Downtrend (price < SMA20 < SMA50); MACD Below Signal,2026-04-05T23:06:19.930225
AFL,WEAK_BUY,65,3,0,110.48,0.77,3.05,-3.11,56.8,108.603,110.8414,-0.5958,-0.9873,0.59,60.48,16.199413,14.21998,,0.652,113.0,2.28,hold,MACD Bullish Crossover; Reasonable P/E (16.2),2026-04-05T23:06:19.938026
GLW,SELL,80,3,5,147.92,3.89,1.07,6.23,61.93,133.7475,129.4433,2.8345,2.2427,0.99,88.64,80.8306,37.8841,,1.053,130.35715,-11.87,buy,Uptrend (price > SMA20 > SMA50); RSI Elevated (61.9); MACD Above Signal; Price Above Upper BB; High P/E (80.8); Analyst buy,2026-04-05T23:06:19.945935
PD,BUY,80,6,1,6.4,1.27,1.11,-2.59,32.99,6.857,7.6912,-0.4354,-0.4523,0.56,4.01,3.4224598,4.637681,,0.781,8.0,25.0,none,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (33.0); MACD Bullish Crossover; Low P/E (3.4); High Upside Potential (25.0%),2026-04-05T23:06:19.953660
BANR,BUY,80,5,3,61.6,0.33,2.56,-4.26,69.78,59.588,61.3289,-0.0778,-0.4884,0.53,47.98,10.921986,9.808917,,0.843,69.33333,12.55,buy,RSI Elevated (69.8); MACD Bullish Crossover; Price Above Upper BB; Low P/E (10.9); Analyst buy,2026-04-05T23:06:19.961414
NOV,WEAK_SELL,65,1,3,18.78,0.59,-4.28,-7.45,53.76,18.8794,19.051,-0.0102,0.0278,0.81,79.24,48.15385,15.049163,,0.943,20.1,7.03,buy,Downtrend (price < SMA20 < SMA50); MACD Bearish Crossover; Analyst buy,2026-04-05T23:06:19.969084
CVX,WEAK_SELL,65,1,2,198.97,0.79,-3.01,8.18,53.27,199.896,187.5971,5.0974,6.1498,0.9,80.96,30.010557,19.788637,,0.587,203.0,2.03,buy,MACD Bearish Crossover; Analyst buy,2026-04-05T23:06:19.976774
CCD,BUY,80,4,0,22.23,0.45,2.21,-2.86,53.78,21.6576,22.1387,-0.1799,-0.2336,0.56,81.23,4.5367346,,,,,,none,MACD Bullish Crossover; Low P/E (4.5),2026-04-05T23:06:19.984384
COCO,WEAK_BUY,65,3,2,48.24,-0.72,-10.45,-10.6,29.39,53.4575,54.5164,-1.942,-1.1051,0.66,62.4,40.537815,25.21259,,0.465,62.22222,28.98,none,Downtrend (price < SMA20 < SMA50); RSI Oversold (29.4); MACD Below Signal; High Upside Potential (29.0%),2026-04-05T23:06:19.992060
RKLB,HOLD,50,2,2,67.73,3.37,-7.07,-4.42,49.45,68.3235,72.203,-2.2608,-2.1411,1.49,62.47,,1321.561,,2.205,87.58077,29.31,buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Analyst buy; High Upside Potential (29.3%),2026-04-05T23:06:19.999782
IBCP,BUY,80,4,0,33.61,0.06,2.78,-9.09,53.56,33.1045,34.6484,-0.395,-0.5447,0.79,63.34,10.278288,8.891535,,0.752,37.0,10.09,hold,MACD Bullish Crossover; Low P/E (10.3),2026-04-05T23:06:20.007463
TREE,BUY,80,5,1,40.75,-3.46,-4.12,4.62,53.28,41.6045,44.3282,-0.4025,-0.6524,0.48,18.12,3.7801485,5.858505,,2.147,70.66667,73.42,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Low P/E (3.8); High Upside Potential (73.4%),2026-04-05T23:06:20.015237
DEA,SELL,80,0,4,21.68,2.51,-0.18,-8.37,45.26,21.9355,22.6425,-0.3305,-0.2955,0.89,38.55,80.296295,83.38462,,0.957,24.25,11.85,hold,Downtrend (price < SMA20 < SMA50); MACD Below Signal; High P/E (80.3),2026-04-05T23:06:20.022941
NIC,BUY,80,4,0,148.9,-0.46,0.02,-7.53,49.51,146.7765,149.6031,-0.4283,-0.8163,0.72,78.21,15.224949,10.443626,,0.741,176.6,18.6,buy,MACD Bullish Crossover; Reasonable P/E (15.2); Analyst buy,2026-04-05T23:06:20.030704
VIRT,HOLD,50,4,4,46.22,4.12,5.67,16.74,83.54,41.816,40.2675,1.3429,1.0056,1.13,99.46,9.009747,8.639947,,0.533,47.28571,2.31,hold,Uptrend (price > SMA20 > SMA50); RSI Overbought (83.5); MACD Above Signal; Price Above Upper BB; Low P/E (9.0),2026-04-05T23:06:20.038390
WT,BUY,80,5,1,14.45,-0.14,-3.67,-11.78,43.33,14.7575,15.8224,-0.466,-0.4919,1.0,68.36,19.266666,11.966874,,1.107,18.66667,29.18,buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Reasonable P/E (19.3); Analyst buy; High Upside Potential (29.2%),2026-04-05T23:06:20.046208
ALH,WEAK_BUY,65,3,1,21.36,-0.47,6.16,-9.68,63.22,20.248,21.757,-0.3155,-0.5653,1.4,30.77,38.142857,15.283999,,,30.125,41.03,none,RSI Elevated (63.2); MACD Bullish Crossover; High Upside Potential (41.0%),2026-04-05T23:06:20.053864
BUFI,WEAK_BUY,65,3,1,40.55,-0.34,0.88,-2.97,56.13,40.2261,40.8879,-0.196,-0.2816,6.41,83.52,18.66747,,,,,,none,MACD Bullish Crossover; Reasonable P/E (18.7); High Volume + Price Down,2026-04-05T23:06:20.061323
RCAT,SELL,80,2,4,12.94,6.5,-18.46,3.77,40.92,14.6875,13.9398,-0.318,0.0991,0.9,58.82,,-43.13333,,1.361,21.75,68.08,strong_buy,Strong Downtrend (below both SMAs); MACD Bearish Crossover; Analyst strong_buy; High Upside Potential (68.1%),2026-04-05T23:06:20.068939
HWC,BUY,80,5,1,64.29,0.28,0.78,-8.99,65.14,62.6025,66.4503,-0.6852,-1.1336,0.57,64.67,11.338624,9.517183,,1.032,76.44444,18.91,buy,RSI Elevated (65.1); MACD Bullish Crossover; Low P/E (11.3); Analyst buy,2026-04-05T23:06:20.076633
NTGR,BUY,80,4,0,23.38,1.87,4.42,12.03,59.28,21.787,21.2376,0.387,0.2633,0.7,25.57,,39.852047,,1.086,36.66667,56.83,strong_buy,Uptrend (price > SMA20 > SMA50); MACD Above Signal; Analyst strong_buy; High Upside Potential (56.8%),2026-04-05T23:06:20.084376
AIHS,SELL,80,1,4,1.17,2.63,-33.14,-11.36,36.09,1.439,1.3191,-0.0117,0.0413,0.99,2.08,,,,0.98,,,none,Strong Downtrend (below both SMAs); RSI Near Oversold (36.1); MACD Bearish Crossover,2026-04-05T23:06:20.091981
KRMN,SELL,80,3,5,85.83,3.8,-13.83,5.16,38.1,96.271,94.9764,-3.3729,-1.1257,0.74,65.13,660.23083,87.84966,,,117.1,36.43,buy,Strong Downtrend (below both SMAs); RSI Near Oversold (38.1); MACD Below Signal; High P/E (660.2); Analyst buy; High Upside Potential (36.4%),2026-04-05T23:06:20.099645
INBX,WEAK_BUY,65,2,1,63.53,-5.25,-4.41,-19.21,43.31,66.687,73.7218,-2.9288,-3.1612,0.96,62.95,,-22.770609,,,,,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover,2026-04-05T23:06:20.107294
